"area_name","area_code","date","new_cases","total_cases"
"Hounslow","E09000018",2020-06-23,3,1032
"Islington","E09000019",2020-06-23,0,540
"Kensington and Chelsea","E09000020",2020-06-23,2,554
"Kingston upon Thames","E09000021",2020-06-23,0,727
"Lambeth","E09000022",2020-06-23,0,1345
"Lewisham","E09000023",2020-06-23,2,1185
"Merton","E09000024",2020-06-23,0,924
"Newham","E09000025",2020-06-23,0,1243
"Redbridge","E09000026",2020-06-23,1,1087
"Richmond upon Thames","E09000027",2020-06-23,0,528
"Southwark","E09000028",2020-06-23,0,1423
"Sutton","E09000029",2020-06-23,1,994
"Tower Hamlets","E09000030",2020-06-23,1,788
"Waltham Forest","E09000031",2020-06-23,2,992
"Wandsworth","E09000032",2020-06-23,3,1135
"Westminster","E09000033",2020-06-23,2,765
"Barking and Dagenham","E09000002",2020-06-24,4,696
"Barnet","E09000003",2020-06-24,0,1574
"Bexley","E09000004",2020-06-24,0,1034
"Brent","E09000005",2020-06-24,2,1714
"Bromley","E09000006",2020-06-24,0,1506
"Camden","E09000007",2020-06-24,0,695
"Croydon","E09000008",2020-06-24,4,1838
"Ealing","E09000009",2020-06-24,6,1532
"Enfield","E09000010",2020-06-24,1,1163
"Greenwich","E09000011",2020-06-24,0,943
"Hackney and City of London","E09000012",2020-06-24,1,794
"Hammersmith and Fulham","E09000013",2020-06-24,4,739
"Haringey","E09000014",2020-06-24,3,739
"Harrow","E09000015",2020-06-24,1,1265
"Havering","E09000016",2020-06-24,3,926
"Hillingdon","E09000017",2020-06-24,3,1065
"Hounslow","E09000018",2020-06-24,4,1036
"Islington","E09000019",2020-06-24,1,541
"Kensington and Chelsea","E09000020",2020-06-24,3,557
"Kingston upon Thames","E09000021",2020-06-24,1,728
"Lambeth","E09000022",2020-06-24,0,1345
"Lewisham","E09000023",2020-06-24,0,1185
"Merton","E09000024",2020-06-24,1,925
"Newham","E09000025",2020-06-24,0,1243
"Redbridge","E09000026",2020-06-24,0,1087
"Richmond upon Thames","E09000027",2020-06-24,0,528
"Southwark","E09000028",2020-06-24,1,1424
"Sutton","E09000029",2020-06-24,1,995
"Tower Hamlets","E09000030",2020-06-24,0,788
"Waltham Forest","E09000031",2020-06-24,0,992
"Wandsworth","E09000032",2020-06-24,0,1135
"Westminster","E09000033",2020-06-24,2,767
"Barking and Dagenham","E09000002",2020-06-25,2,698
"Barnet","E09000003",2020-06-25,2,1576
"Bexley","E09000004",2020-06-25,3,1037
"Brent","E09000005",2020-06-25,5,1719
"Bromley","E09000006",2020-06-25,0,1506
"Camden","E09000007",2020-06-25,1,696
"Croydon","E09000008",2020-06-25,2,1840
"Ealing","E09000009",2020-06-25,3,1535
"Enfield","E09000010",2020-06-25,4,1167
"Greenwich","E09000011",2020-06-25,1,944
"Hackney and City of London","E09000012",2020-06-25,0,794
"Hammersmith and Fulham","E09000013",2020-06-25,4,743
"Haringey","E09000014",2020-06-25,1,740
"Harrow","E09000015",2020-06-25,1,1266
"Havering","E09000016",2020-06-25,1,927
"Hillingdon","E09000017",2020-06-25,1,1066
"Hounslow","E09000018",2020-06-25,10,1046
"Islington","E09000019",2020-06-25,0,541
"Kensington and Chelsea","E09000020",2020-06-25,1,558
"Kingston upon Thames","E09000021",2020-06-25,2,730
"Lambeth","E09000022",2020-06-25,2,1347
"Lewisham","E09000023",2020-06-25,0,1185
"Merton","E09000024",2020-06-25,2,927
"Newham","E09000025",2020-06-25,2,1245
"Redbridge","E09000026",2020-06-25,0,1087
"Richmond upon Thames","E09000027",2020-06-25,1,529
"Southwark","E09000028",2020-06-25,0,1424
"Sutton","E09000029",2020-06-25,2,997
"Tower Hamlets","E09000030",2020-06-25,0,788
"Waltham Forest","E09000031",2020-06-25,1,993
"Wandsworth","E09000032",2020-06-25,2,1137
"Westminster","E09000033",2020-06-25,1,768
"Barking and Dagenham","E09000002",2020-06-26,3,701
"Barnet","E09000003",2020-06-26,3,1579
"Bexley","E09000004",2020-06-26,1,1038
"Brent","E09000005",2020-06-26,4,1723
"Bromley","E09000006",2020-06-26,1,1507
"Camden","E09000007",2020-06-26,1,697
"Croydon","E09000008",2020-06-26,3,1843
"Ealing","E09000009",2020-06-26,1,1536
"Enfield","E09000010",2020-06-26,1,1168
"Greenwich","E09000011",2020-06-26,0,944
"Hackney and City of London","E09000012",2020-06-26,1,795
"Hammersmith and Fulham","E09000013",2020-06-26,0,743
"Haringey","E09000014",2020-06-26,0,740
"Harrow","E09000015",2020-06-26,0,1266
"Havering","E09000016",2020-06-26,1,928
"Hillingdon","E09000017",2020-06-26,3,1069
"Hounslow","E09000018",2020-06-26,2,1048
"Islington","E09000019",2020-06-26,0,541
"Kensington and Chelsea","E09000020",2020-06-26,0,558
"Kingston upon Thames","E09000021",2020-06-26,0,730
"Lambeth","E09000022",2020-06-26,1,1348
"Lewisham","E09000023",2020-06-26,2,1187
"Merton","E09000024",2020-06-26,1,928
"Newham","E09000025",2020-06-26,5,1250
"Redbridge","E09000026",2020-06-26,1,1088
"Richmond upon Thames","E09000027",2020-06-26,0,529
"Southwark","E09000028",2020-06-26,1,1425
"Sutton","E09000029",2020-06-26,0,997
"Tower Hamlets","E09000030",2020-06-26,1,789
"Waltham Forest","E09000031",2020-06-26,5,998
"Wandsworth","E09000032",2020-06-26,4,1141
"Westminster","E09000033",2020-06-26,2,770
"Barking and Dagenham","E09000002",2020-06-27,1,702
"Barnet","E09000003",2020-06-27,0,1579
"Bexley","E09000004",2020-06-27,0,1038
"Brent","E09000005",2020-06-27,0,1723
"Bromley","E09000006",2020-06-27,1,1508
"Camden","E09000007",2020-06-27,0,697
"Croydon","E09000008",2020-06-27,0,1843
"Ealing","E09000009",2020-06-27,2,1538
"Enfield","E09000010",2020-06-27,3,1171
"Greenwich","E09000011",2020-06-27,0,944
"Hackney and City of London","E09000012",2020-06-27,0,795
"Hammersmith and Fulham","E09000013",2020-06-27,5,748
"Haringey","E09000014",2020-06-27,1,741
"Harrow","E09000015",2020-06-27,3,1269
"Havering","E09000016",2020-06-27,2,930
"Hillingdon","E09000017",2020-06-27,1,1070
"Hounslow","E09000018",2020-06-27,0,1048
"Islington","E09000019",2020-06-27,1,542
"Kensington and Chelsea","E09000020",2020-06-27,0,558
"Kingston upon Thames","E09000021",2020-06-27,0,730
"Lambeth","E09000022",2020-06-27,0,1348
"Lewisham","E09000023",2020-06-27,0,1187
"Merton","E09000024",2020-06-27,2,930
"Newham","E09000025",2020-06-27,2,1252
"Redbridge","E09000026",2020-06-27,2,1090
"Richmond upon Thames","E09000027",2020-06-27,1,530
"Southwark","E09000028",2020-06-27,2,1427
"Sutton","E09000029",2020-06-27,0,997
"Tower Hamlets","E09000030",2020-06-27,2,791
"Waltham Forest","E09000031",2020-06-27,1,999
"Wandsworth","E09000032",2020-06-27,0,1141
"Westminster","E09000033",2020-06-27,0,770
"Barking and Dagenham","E09000002",2020-06-28,0,702
"Barnet","E09000003",2020-06-28,1,1580
"Bexley","E09000004",2020-06-28,1,1039
"Brent","E09000005",2020-06-28,2,1725
"Bromley","E09000006",2020-06-28,0,1508
"Camden","E09000007",2020-06-28,0,697
"Croydon","E09000008",2020-06-28,0,1843
"Ealing","E09000009",2020-06-28,2,1540
"Enfield","E09000010",2020-06-28,0,1171
"Greenwich","E09000011",2020-06-28,1,945
"Hackney and City of London","E09000012",2020-06-28,2,797
"Hammersmith and Fulham","E09000013",2020-06-28,0,748
"Haringey","E09000014",2020-06-28,1,742
"Harrow","E09000015",2020-06-28,1,1270
"Havering","E09000016",2020-06-28,0,930
"Hillingdon","E09000017",2020-06-28,3,1073
"Hounslow","E09000018",2020-06-28,2,1050
"Islington","E09000019",2020-06-28,0,542
"Kensington and Chelsea","E09000020",2020-06-28,0,558
"Kingston upon Thames","E09000021",2020-06-28,0,730
"Lambeth","E09000022",2020-06-28,0,1348
"Lewisham","E09000023",2020-06-28,0,1187
"Merton","E09000024",2020-06-28,1,931
"Newham","E09000025",2020-06-28,1,1253
"Redbridge","E09000026",2020-06-28,1,1091
"Richmond upon Thames","E09000027",2020-06-28,0,530
"Southwark","E09000028",2020-06-28,1,1428
"Sutton","E09000029",2020-06-28,0,997
"Tower Hamlets","E09000030",2020-06-28,0,791
"Waltham Forest","E09000031",2020-06-28,2,1001
"Wandsworth","E09000032",2020-06-28,0,1141
"Westminster","E09000033",2020-06-28,0,770
"Barking and Dagenham","E09000002",2020-06-29,2,704
"Barnet","E09000003",2020-06-29,3,1583
"Bexley","E09000004",2020-06-29,0,1039
"Brent","E09000005",2020-06-29,1,1726
"Bromley","E09000006",2020-06-29,2,1510
"Camden","E09000007",2020-06-29,1,698
"Croydon","E09000008",2020-06-29,0,1843
"Ealing","E09000009",2020-06-29,7,1547
"Enfield","E09000010",2020-06-29,4,1175
"Greenwich","E09000011",2020-06-29,1,946
"Hackney and City of London","E09000012",2020-06-29,0,797
"Hammersmith and Fulham","E09000013",2020-06-29,0,748
"Haringey","E09000014",2020-06-29,0,742
"Harrow","E09000015",2020-06-29,1,1271
"Havering","E09000016",2020-06-29,2,932
"Hillingdon","E09000017",2020-06-29,3,1076
"Hounslow","E09000018",2020-06-29,0,1050
"Islington","E09000019",2020-06-29,2,544
"Kensington and Chelsea","E09000020",2020-06-29,0,558
"Kingston upon Thames","E09000021",2020-06-29,0,730
"Lambeth","E09000022",2020-06-29,1,1349
"Lewisham","E09000023",2020-06-29,1,1188
"Merton","E09000024",2020-06-29,1,932
"Newham","E09000025",2020-06-29,1,1254
"Redbridge","E09000026",2020-06-29,6,1097
"Richmond upon Thames","E09000027",2020-06-29,0,530
"Southwark","E09000028",2020-06-29,6,1434
"Sutton","E09000029",2020-06-29,0,997
"Tower Hamlets","E09000030",2020-06-29,1,792
"Waltham Forest","E09000031",2020-06-29,8,1009
"Wandsworth","E09000032",2020-06-29,0,1141
"Westminster","E09000033",2020-06-29,4,774
"Barking and Dagenham","E09000002",2020-06-30,2,706
"Barnet","E09000003",2020-06-30,1,1584
"Bexley","E09000004",2020-06-30,4,1043
"Brent","E09000005",2020-06-30,2,1728
"Bromley","E09000006",2020-06-30,2,1512
"Camden","E09000007",2020-06-30,0,698
"Croydon","E09000008",2020-06-30,2,1845
"Ealing","E09000009",2020-06-30,0,1547
"Enfield","E09000010",2020-06-30,2,1177
"Greenwich","E09000011",2020-06-30,1,947
"Hackney and City of London","E09000012",2020-06-30,3,800
"Hammersmith and Fulham","E09000013",2020-06-30,3,751
"Haringey","E09000014",2020-06-30,0,742
"Harrow","E09000015",2020-06-30,1,1272
"Havering","E09000016",2020-06-30,1,933
"Hillingdon","E09000017",2020-06-30,6,1082
"Hounslow","E09000018",2020-06-30,2,1052
"Islington","E09000019",2020-06-30,1,545
"Kensington and Chelsea","E09000020",2020-06-30,1,559
"Kingston upon Thames","E09000021",2020-06-30,1,731
"Lambeth","E09000022",2020-06-30,1,1350
"Lewisham","E09000023",2020-06-30,2,1190
"Merton","E09000024",2020-06-30,0,932
"Newham","E09000025",2020-06-30,6,1260
"Redbridge","E09000026",2020-06-30,5,1102
"Richmond upon Thames","E09000027",2020-06-30,1,531
"Southwark","E09000028",2020-06-30,0,1434
"Sutton","E09000029",2020-06-30,0,997
"Tower Hamlets","E09000030",2020-06-30,1,793
"Waltham Forest","E09000031",2020-06-30,0,1009
"Wandsworth","E09000032",2020-06-30,1,1142
"Westminster","E09000033",2020-06-30,0,774
"Barking and Dagenham","E09000002",2020-07-01,2,708
"Barnet","E09000003",2020-07-01,2,1586
"Bexley","E09000004",2020-07-01,1,1044
"Brent","E09000005",2020-07-01,2,1730
"Bromley","E09000006",2020-07-01,0,1512
"Camden","E09000007",2020-07-01,1,699
"Croydon","E09000008",2020-07-01,1,1846
"Ealing","E09000009",2020-07-01,3,1550
"Enfield","E09000010",2020-07-01,1,1178
"Greenwich","E09000011",2020-07-01,0,947
"Hackney and City of London","E09000012",2020-07-01,3,803
"Hammersmith and Fulham","E09000013",2020-07-01,1,752
"Haringey","E09000014",2020-07-01,1,743
"Harrow","E09000015",2020-07-01,0,1272
"Havering","E09000016",2020-07-01,1,934
"Hillingdon","E09000017",2020-07-01,3,1085
"Hounslow","E09000018",2020-07-01,4,1056
"Islington","E09000019",2020-07-01,1,546
"Kensington and Chelsea","E09000020",2020-07-01,0,559
"Kingston upon Thames","E09000021",2020-07-01,1,732
"Lambeth","E09000022",2020-07-01,1,1351
"Lewisham","E09000023",2020-07-01,0,1190
"Merton","E09000024",2020-07-01,1,933
"Newham","E09000025",2020-07-01,5,1265
"Redbridge","E09000026",2020-07-01,2,1104
"Richmond upon Thames","E09000027",2020-07-01,1,532
"Southwark","E09000028",2020-07-01,1,1435
"Sutton","E09000029",2020-07-01,1,998
"Tower Hamlets","E09000030",2020-07-01,0,793
"Waltham Forest","E09000031",2020-07-01,1,1010
"Wandsworth","E09000032",2020-07-01,0,1142
"Westminster","E09000033",2020-07-01,1,775
"Barking and Dagenham","E09000002",2020-07-02,0,708
"Barnet","E09000003",2020-07-02,2,1588
"Bexley","E09000004",2020-07-02,2,1046
"Brent","E09000005",2020-07-02,1,1731
"Bromley","E09000006",2020-07-02,1,1513
"Camden","E09000007",2020-07-02,0,699
"Croydon","E09000008",2020-07-02,1,1847
"Ealing","E09000009",2020-07-02,2,1552
"Enfield","E09000010",2020-07-02,2,1180
"Greenwich","E09000011",2020-07-02,1,948
"Hackney and City of London","E09000012",2020-07-02,2,805
"Hammersmith and Fulham","E09000013",2020-07-02,1,753
"Haringey","E09000014",2020-07-02,0,743
"Harrow","E09000015",2020-07-02,2,1274
"Havering","E09000016",2020-07-02,1,935
"Hillingdon","E09000017",2020-07-02,5,1090
"Hounslow","E09000018",2020-07-02,3,1059
"Islington","E09000019",2020-07-02,1,547
"Kensington and Chelsea","E09000020",2020-07-02,0,559
"Kingston upon Thames","E09000021",2020-07-02,1,733
"Lambeth","E09000022",2020-07-02,0,1351
"Lewisham","E09000023",2020-07-02,0,1190
"Merton","E09000024",2020-07-02,1,934
"Newham","E09000025",2020-07-02,1,1266
"Redbridge","E09000026",2020-07-02,1,1105
"Richmond upon Thames","E09000027",2020-07-02,1,533
"Southwark","E09000028",2020-07-02,1,1436
"Sutton","E09000029",2020-07-02,1,999
"Tower Hamlets","E09000030",2020-07-02,1,794
"Waltham Forest","E09000031",2020-07-02,0,1010
"Wandsworth","E09000032",2020-07-02,2,1144
"Westminster","E09000033",2020-07-02,1,776
"Barking and Dagenham","E09000002",2020-07-03,0,708
"Barnet","E09000003",2020-07-03,1,1589
"Bexley","E09000004",2020-07-03,0,1046
"Brent","E09000005",2020-07-03,0,1731
"Bromley","E09000006",2020-07-03,1,1514
"Camden","E09000007",2020-07-03,0,699
"Croydon","E09000008",2020-07-03,1,1848
"Ealing","E09000009",2020-07-03,3,1555
"Enfield","E09000010",2020-07-03,1,1181
"Greenwich","E09000011",2020-07-03,1,949
"Hackney and City of London","E09000012",2020-07-03,3,808
"Hammersmith and Fulham","E09000013",2020-07-03,2,755
"Haringey","E09000014",2020-07-03,0,743
"Harrow","E09000015",2020-07-03,0,1274
"Havering","E09000016",2020-07-03,3,938
"Hillingdon","E09000017",2020-07-03,3,1093
"Hounslow","E09000018",2020-07-03,1,1060
"Islington","E09000019",2020-07-03,1,548
"Kensington and Chelsea","E09000020",2020-07-03,1,560
"Kingston upon Thames","E09000021",2020-07-03,1,734
"Lambeth","E09000022",2020-07-03,1,1352
"Lewisham","E09000023",2020-07-03,0,1190
"Merton","E09000024",2020-07-03,1,935
"Newham","E09000025",2020-07-03,0,1266
"Redbridge","E09000026",2020-07-03,3,1108
"Richmond upon Thames","E09000027",2020-07-03,0,533
"Southwark","E09000028",2020-07-03,3,1439
"Sutton","E09000029",2020-07-03,0,999
"Tower Hamlets","E09000030",2020-07-03,1,795
"Waltham Forest","E09000031",2020-07-03,1,1011
"Wandsworth","E09000032",2020-07-03,4,1148
"Westminster","E09000033",2020-07-03,1,777
"Barking and Dagenham","E09000002",2020-07-04,0,708
"Barnet","E09000003",2020-07-04,1,1590
"Bexley","E09000004",2020-07-04,0,1046
"Brent","E09000005",2020-07-04,2,1733
"Bromley","E09000006",2020-07-04,1,1515
"Camden","E09000007",2020-07-04,0,699
"Croydon","E09000008",2020-07-04,0,1848
"Ealing","E09000009",2020-07-04,1,1556
"Enfield","E09000010",2020-07-04,3,1184
"Greenwich","E09000011",2020-07-04,1,950
"Hackney and City of London","E09000012",2020-07-04,0,808
"Hammersmith and Fulham","E09000013",2020-07-04,0,755
"Haringey","E09000014",2020-07-04,3,746
"Harrow","E09000015",2020-07-04,3,1277
"Havering","E09000016",2020-07-04,2,940
"Hillingdon","E09000017",2020-07-04,3,1096
"Hounslow","E09000018",2020-07-04,0,1060
"Islington","E09000019",2020-07-04,0,548
"Kensington and Chelsea","E09000020",2020-07-04,0,560
"Kingston upon Thames","E09000021",2020-07-04,1,735
"Lambeth","E09000022",2020-07-04,0,1352
"Lewisham","E09000023",2020-07-04,0,1190
"Merton","E09000024",2020-07-04,0,935
"Newham","E09000025",2020-07-04,2,1268
"Redbridge","E09000026",2020-07-04,1,1109
"Richmond upon Thames","E09000027",2020-07-04,1,534
"Southwark","E09000028",2020-07-04,0,1439
"Sutton","E09000029",2020-07-04,0,999
"Tower Hamlets","E09000030",2020-07-04,2,797
"Waltham Forest","E09000031",2020-07-04,2,1013
"Wandsworth","E09000032",2020-07-04,2,1150
"Westminster","E09000033",2020-07-04,1,778
"Barking and Dagenham","E09000002",2020-07-05,0,708
"Barnet","E09000003",2020-07-05,4,1594
"Bexley","E09000004",2020-07-05,3,1049
"Brent","E09000005",2020-07-05,3,1736
"Bromley","E09000006",2020-07-05,1,1516
"Camden","E09000007",2020-07-05,0,699
"Croydon","E09000008",2020-07-05,2,1850
"Ealing","E09000009",2020-07-05,3,1559
"Enfield","E09000010",2020-07-05,1,1185
"Greenwich","E09000011",2020-07-05,2,952
"Hackney and City of London","E09000012",2020-07-05,6,814
"Hammersmith and Fulham","E09000013",2020-07-05,3,758
"Haringey","E09000014",2020-07-05,2,748
"Harrow","E09000015",2020-07-05,1,1278
"Havering","E09000016",2020-07-05,0,940
"Hillingdon","E09000017",2020-07-05,3,1099
"Hounslow","E09000018",2020-07-05,2,1062
"Islington","E09000019",2020-07-05,2,550
"Kensington and Chelsea","E09000020",2020-07-05,0,560
"Kingston upon Thames","E09000021",2020-07-05,1,736
"Lambeth","E09000022",2020-07-05,1,1353
"Lewisham","E09000023",2020-07-05,0,1190
"Merton","E09000024",2020-07-05,1,936
"Newham","E09000025",2020-07-05,1,1269
"Redbridge","E09000026",2020-07-05,2,1111
"Richmond upon Thames","E09000027",2020-07-05,1,535
"Southwark","E09000028",2020-07-05,0,1439
"Sutton","E09000029",2020-07-05,0,999
"Tower Hamlets","E09000030",2020-07-05,3,800
"Waltham Forest","E09000031",2020-07-05,0,1013
"Wandsworth","E09000032",2020-07-05,2,1152
"Westminster","E09000033",2020-07-05,0,778
"Barking and Dagenham","E09000002",2020-07-06,0,708
"Barnet","E09000003",2020-07-06,1,1595
"Bexley","E09000004",2020-07-06,1,1050
"Brent","E09000005",2020-07-06,4,1740
"Bromley","E09000006",2020-07-06,0,1516
"Camden","E09000007",2020-07-06,3,702
"Croydon","E09000008",2020-07-06,7,1857
"Ealing","E09000009",2020-07-06,0,1559
"Enfield","E09000010",2020-07-06,2,1187
"Greenwich","E09000011",2020-07-06,1,953
"Hackney and City of London","E09000012",2020-07-06,1,815
"Hammersmith and Fulham","E09000013",2020-07-06,0,758
"Haringey","E09000014",2020-07-06,3,751
"Harrow","E09000015",2020-07-06,2,1280
"Havering","E09000016",2020-07-06,1,941
"Hillingdon","E09000017",2020-07-06,4,1103
"Hounslow","E09000018",2020-07-06,1,1063
"Islington","E09000019",2020-07-06,1,551
"Kensington and Chelsea","E09000020",2020-07-06,1,561
"Kingston upon Thames","E09000021",2020-07-06,1,737
"Lambeth","E09000022",2020-07-06,6,1359
"Lewisham","E09000023",2020-07-06,0,1190
"Merton","E09000024",2020-07-06,1,937
"Newham","E09000025",2020-07-06,0,1269
"Redbridge","E09000026",2020-07-06,1,1112
"Richmond upon Thames","E09000027",2020-07-06,0,535
"Southwark","E09000028",2020-07-06,3,1442
"Sutton","E09000029",2020-07-06,1,1000
"Tower Hamlets","E09000030",2020-07-06,3,803
"Waltham Forest","E09000031",2020-07-06,1,1014
"Wandsworth","E09000032",2020-07-06,3,1155
"Westminster","E09000033",2020-07-06,0,778
"Barking and Dagenham","E09000002",2020-07-07,1,709
"Barnet","E09000003",2020-07-07,2,1597
"Bexley","E09000004",2020-07-07,1,1051
"Brent","E09000005",2020-07-07,4,1744
"Bromley","E09000006",2020-07-07,2,1518
"Camden","E09000007",2020-07-07,1,703
"Croydon","E09000008",2020-07-07,0,1857
"Ealing","E09000009",2020-07-07,1,1560
"Enfield","E09000010",2020-07-07,1,1188
"Greenwich","E09000011",2020-07-07,2,955
"Hackney and City of London","E09000012",2020-07-07,1,816
"Hammersmith and Fulham","E09000013",2020-07-07,0,758
"Haringey","E09000014",2020-07-07,3,754
"Harrow","E09000015",2020-07-07,2,1282
"Havering","E09000016",2020-07-07,3,944
"Hillingdon","E09000017",2020-07-07,5,1108
"Hounslow","E09000018",2020-07-07,1,1064
"Islington","E09000019",2020-07-07,1,552
"Kensington and Chelsea","E09000020",2020-07-07,1,562
"Kingston upon Thames","E09000021",2020-07-07,0,737
"Lambeth","E09000022",2020-07-07,2,1361
"Lewisham","E09000023",2020-07-07,3,1193
"Merton","E09000024",2020-07-07,1,938
"Newham","E09000025",2020-07-07,1,1270
"Redbridge","E09000026",2020-07-07,3,1115
"Richmond upon Thames","E09000027",2020-07-07,1,536
"Southwark","E09000028",2020-07-07,3,1445
"Sutton","E09000029",2020-07-07,0,1000
"Tower Hamlets","E09000030",2020-07-07,9,812
"Waltham Forest","E09000031",2020-07-07,1,1015
"Wandsworth","E09000032",2020-07-07,2,1157
"Westminster","E09000033",2020-07-07,2,780
"Barking and Dagenham","E09000002",2020-07-08,3,712
"Barnet","E09000003",2020-07-08,1,1598
"Bexley","E09000004",2020-07-08,6,1057
"Brent","E09000005",2020-07-08,2,1746
"Bromley","E09000006",2020-07-08,1,1519
"Camden","E09000007",2020-07-08,1,704
"Croydon","E09000008",2020-07-08,1,1858
"Ealing","E09000009",2020-07-08,1,1561
"Enfield","E09000010",2020-07-08,1,1189
"Greenwich","E09000011",2020-07-08,1,956
"Hackney and City of London","E09000012",2020-07-08,4,820
"Hammersmith and Fulham","E09000013",2020-07-08,1,759
"Haringey","E09000014",2020-07-08,1,755
"Harrow","E09000015",2020-07-08,3,1285
"Havering","E09000016",2020-07-08,3,947
"Hillingdon","E09000017",2020-07-08,0,1108
"Hounslow","E09000018",2020-07-08,3,1067
"Islington","E09000019",2020-07-08,0,552
"Kensington and Chelsea","E09000020",2020-07-08,1,563
"Kingston upon Thames","E09000021",2020-07-08,0,737
"Lambeth","E09000022",2020-07-08,2,1363
"Lewisham","E09000023",2020-07-08,4,1197
"Merton","E09000024",2020-07-08,0,938
"Newham","E09000025",2020-07-08,3,1273
"Redbridge","E09000026",2020-07-08,1,1116
"Richmond upon Thames","E09000027",2020-07-08,0,536
"Southwark","E09000028",2020-07-08,1,1446
"Sutton","E09000029",2020-07-08,4,1004
"Tower Hamlets","E09000030",2020-07-08,2,814
"Waltham Forest","E09000031",2020-07-08,3,1018
"Wandsworth","E09000032",2020-07-08,1,1158
"Westminster","E09000033",2020-07-08,2,782
"Barking and Dagenham","E09000002",2020-07-09,0,712
"Barnet","E09000003",2020-07-09,3,1601
"Bexley","E09000004",2020-07-09,3,1060
"Brent","E09000005",2020-07-09,1,1747
"Bromley","E09000006",2020-07-09,2,1521
"Camden","E09000007",2020-07-09,0,704
"Croydon","E09000008",2020-07-09,2,1860
"Ealing","E09000009",2020-07-09,2,1563
"Enfield","E09000010",2020-07-09,0,1189
"Greenwich","E09000011",2020-07-09,0,956
"Hackney and City of London","E09000012",2020-07-09,1,821
"Hammersmith and Fulham","E09000013",2020-07-09,2,761
"Haringey","E09000014",2020-07-09,1,756
"Harrow","E09000015",2020-07-09,2,1287
"Havering","E09000016",2020-07-09,0,947
"Hillingdon","E09000017",2020-07-09,3,1111
"Hounslow","E09000018",2020-07-09,1,1068
"Islington","E09000019",2020-07-09,2,554
"Kensington and Chelsea","E09000020",2020-07-09,0,563
"Kingston upon Thames","E09000021",2020-07-09,0,737
"Lambeth","E09000022",2020-07-09,1,1364
"Lewisham","E09000023",2020-07-09,3,1200
"Merton","E09000024",2020-07-09,0,938
"Newham","E09000025",2020-07-09,3,1276
"Redbridge","E09000026",2020-07-09,4,1120
"Richmond upon Thames","E09000027",2020-07-09,0,536
"Southwark","E09000028",2020-07-09,1,1447
"Sutton","E09000029",2020-07-09,3,1007
"Tower Hamlets","E09000030",2020-07-09,6,820
"Waltham Forest","E09000031",2020-07-09,2,1020
"Wandsworth","E09000032",2020-07-09,1,1159
"Westminster","E09000033",2020-07-09,4,786
"Barking and Dagenham","E09000002",2020-07-10,1,713
"Barnet","E09000003",2020-07-10,1,1602
"Bexley","E09000004",2020-07-10,1,1061
"Brent","E09000005",2020-07-10,0,1747
"Bromley","E09000006",2020-07-10,1,1522
"Camden","E09000007",2020-07-10,0,704
"Croydon","E09000008",2020-07-10,1,1861
"Ealing","E09000009",2020-07-10,2,1565
"Enfield","E09000010",2020-07-10,0,1189
"Greenwich","E09000011",2020-07-10,1,957
"Hackney and City of London","E09000012",2020-07-10,4,825
"Hammersmith and Fulham","E09000013",2020-07-10,0,761
"Haringey","E09000014",2020-07-10,3,759
"Harrow","E09000015",2020-07-10,2,1289
"Havering","E09000016",2020-07-10,2,949
"Hillingdon","E09000017",2020-07-10,0,1111
"Hounslow","E09000018",2020-07-10,3,1071
"Islington","E09000019",2020-07-10,0,554
"Kensington and Chelsea","E09000020",2020-07-10,1,564
"Kingston upon Thames","E09000021",2020-07-10,2,739
"Lambeth","E09000022",2020-07-10,1,1365
"Lewisham","E09000023",2020-07-10,0,1200
"Merton","E09000024",2020-07-10,2,940
"Newham","E09000025",2020-07-10,2,1278
"Redbridge","E09000026",2020-07-10,2,1122
"Richmond upon Thames","E09000027",2020-07-10,0,536
"Southwark","E09000028",2020-07-10,2,1449
"Sutton","E09000029",2020-07-10,0,1007
"Tower Hamlets","E09000030",2020-07-10,1,821
"Waltham Forest","E09000031",2020-07-10,0,1020
"Wandsworth","E09000032",2020-07-10,4,1163
"Westminster","E09000033",2020-07-10,2,788
"Barking and Dagenham","E09000002",2020-07-11,0,713
"Barnet","E09000003",2020-07-11,2,1604
"Bexley","E09000004",2020-07-11,1,1062
"Brent","E09000005",2020-07-11,0,1747
"Bromley","E09000006",2020-07-11,0,1522
"Camden","E09000007",2020-07-11,0,704
"Croydon","E09000008",2020-07-11,1,1862
"Ealing","E09000009",2020-07-11,1,1566
"Enfield","E09000010",2020-07-11,0,1189
"Greenwich","E09000011",2020-07-11,1,958
"Hackney and City of London","E09000012",2020-07-11,2,827
"Hammersmith and Fulham","E09000013",2020-07-11,0,761
"Haringey","E09000014",2020-07-11,0,759
"Harrow","E09000015",2020-07-11,1,1290
"Havering","E09000016",2020-07-11,1,950
"Hillingdon","E09000017",2020-07-11,1,1112
"Hounslow","E09000018",2020-07-11,1,1072
"Islington","E09000019",2020-07-11,0,554
"Kensington and Chelsea","E09000020",2020-07-11,0,564
"Kingston upon Thames","E09000021",2020-07-11,1,740
"Lambeth","E09000022",2020-07-11,1,1366
"Lewisham","E09000023",2020-07-11,0,1200
"Merton","E09000024",2020-07-11,2,942
"Newham","E09000025",2020-07-11,2,1280
"Redbridge","E09000026",2020-07-11,0,1122
"Richmond upon Thames","E09000027",2020-07-11,0,536
